input_file,input_bytes,encoded_bytes,mutated_bytes,decoded_bytes,mutation_spec,total_units,affected_units,measured_rate,seed,encode_time_sec,mutate_time_sec,decode_time_sec,encode_exit,mutate_exit,decode_exit,bit_perfect
"teste.txt",124,3159,3159,-1,"0.02",3060,55,0.017974,"7301",0.039000,0.049000,0.054000,0,0,1,0
"teste.txt",124,3159,3159,-1,"0.02",3060,62,0.020261,"7302",0.044000,0.043000,0.049000,0,0,1,0
"teste.txt",124,3159,3159,-1,"0.02",3060,66,0.021569,"7303",0.043000,0.192000,0.038000,0,0,1,0
"teste.txt",124,3159,3159,-1,"0.03",3060,82,0.026797,"7301",0.038000,0.042000,0.050000,0,0,1,0
"teste.txt",124,3159,3159,-1,"0.03",3060,90,0.029412,"7302",0.204000,0.039000,0.042000,0,0,1,0
"teste.txt",124,3159,3159,-1,"0.03",3060,98,0.032026,"7303",0.037000,0.191000,0.344000,0,0,1,0
"teste02.txt",31,3159,3159,31,"0.0",3060,0,0.000000,"7301",0.189000,0.039000,0.045000,0,0,0,1
"teste02.txt",31,3159,3159,31,"0.0",3060,0,0.000000,"7302",0.049000,0.051000,0.047000,0,0,0,1
"teste02.txt",31,3159,3159,31,"0.0",3060,0,0.000000,"7303",0.038000,0.041000,0.044000,0,0,0,1
"teste02.txt",31,3159,3159,31,"0.01",3060,29,0.009477,"7301",0.043000,0.041000,0.051000,0,0,0,1
"teste02.txt",31,3159,3159,31,"0.01",3060,28,0.009150,"7302",0.042000,0.043000,0.056000,0,0,0,1
"teste02.txt",31,3159,3159,31,"0.01",3060,35,0.011438,"7303",0.174000,0.035000,0.045000,0,0,0,1
"teste02.txt",31,3159,3159,-1,"0.02",3060,54,0.017647,"7301",0.046000,0.070000,0.123000,0,0,1,0
"teste02.txt",31,3159,3159,-1,"0.02",3060,63,0.020588,"7302",0.057000,0.192000,0.046000,0,0,1,0
"teste02.txt",31,3159,3159,-1,"0.02",3060,66,0.021569,"7303",0.059000,0.039000,0.185000,0,0,1,0
"teste02.txt",31,3159,3159,-1,"0.03",3060,82,0.026797,"7301",0.033000,0.185000,0.188000,0,0,1,0
"teste02.txt",31,3159,3159,-1,"0.03",3060,91,0.029739,"7302",0.200000,0.334000,0.473000,0,0,1,0
"teste02.txt",31,3159,3159,-1,"0.03",3060,98,0.032026,"7303",0.042000,0.039000,0.040000,0,0,1,0
"teste.jpg",201059,1189561,1189561,201059,"0.0",1188300,0,0.000000,"7301",0.079000,0.179000,0.232000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"0.0",1188300,0,0.000000,"7302",0.087000,0.203000,0.369000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"0.0",1188300,0,0.000000,"7303",0.079000,0.151000,0.230000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"0.002",1188300,2361,0.001987,"7301",0.081000,0.151000,0.419000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"0.002",1188300,2263,0.001904,"7302",0.077000,0.259000,0.344000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"0.002",1188300,2366,0.001991,"7303",0.084000,0.325000,0.572000,0,0,0,1
"teste.jpg",201059,1189561,1189561,-1,"0.005",1188300,5920,0.004982,"7301",0.079000,0.151000,0.175000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.005",1188300,5913,0.004976,"7302",0.081000,0.165000,0.140000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.005",1188300,5987,0.005038,"7303",0.217000,0.150000,0.162000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.01",1188300,11724,0.009866,"7301",0.076000,0.149000,0.203000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.01",1188300,11761,0.009897,"7302",0.079000,0.159000,0.266000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.01",1188300,12083,0.010168,"7303",0.089000,0.172000,0.164000,0,0,1,0
"teste.jpg",201059,1189561,1189561,201059,"shuffle",1165,1165,1.000000,"7401",0.094000,0.008000,0.251000,0,0,0,1
"teste.jpg",201059,1189561,1188540,201059,"drop1",1165,1,0.000858,"7402",0.225000,0.006000,0.423000,0,0,0,1
"teste.jpg",201059,1189561,1188540,201059,"drop_parity",1165,1,0.000858,"7403",0.078000,0.006000,0.145000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"duplicate_replace",1165,1,0.000858,"7404",0.076000,0.006000,0.189000,0,0,0,1
"teste.jpg",201059,1189561,1187519,201059,"drop2same",1165,2,0.001717,"7405",0.081000,0.006000,0.175000,0,0,0,1
"teste.exe",67569220,399238663,399238663,67569220,"0.0002",398847540,79369,0.000199,"7501",14.379000,39.458000,66.477000,0,0,0,1
"teste.exe",67569220,399238663,399238663,67569220,"0.0002",398847540,79561,0.000199,"7502",13.009000,41.043000,67.146000,0,0,0,1
"teste.exe",67569220,399238663,399238663,-1,"0.002",398847540,798030,0.002001,"7501",14.713000,40.595000,33.575000,0,0,1,0
"teste.exe",67569220,399238663,399238663,67569220,"0.002",398847540,798648,0.002002,"7502",13.816000,38.872000,74.375000,0,0,0,1
"teste.exe",67569220,399238663,399238663,-1,"0.003",398847540,1196246,0.002999,"7501",12.835000,38.378000,33.704000,0,0,1,0
"teste.exe",67569220,399238663,399238663,-1,"0.003",398847540,1197931,0.003003,"7502",15.470000,40.944000,39.816000,0,0,1,0
"teste.exe",67569220,399238663,399237642,67569220,"drop1",391027,1,0.000003,"7601",14.911000,0.518000,33.215000,0,0,0,1
"teste.exe",67569220,399238663,399236621,67569220,"drop2same",391027,2,0.000005,"7602",15.027000,0.622000,36.082000,0,0,0,1
